"Notes"	"State"	"State Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate	Crude Rate Standard Error	Age Adjusted Rate
	"Oregon"	"41"	"Newborn affected by complication of labour and delivery, unspecified"	"P03.9"	11	21775487	0.05 (Unreliable)	0.02	0.05 (Unreliable)
	"Oregon"	"41"	"Slow fetal growth, unspecified"	"P05.9"	14	21775487	0.06 (Unreliable)	0.02	0.07 (Unreliable)
	"Oregon"	"41"	"Extreme immaturity"	"P07.2"	468	21775487	2.15	0.10	2.22
	"Oregon"	"41"	"Other preterm infants"	"P07.3"	183	21775487	0.84	0.06	0.87
	"Oregon"	"41"	"Intrauterine hypoxia, unspecified"	"P20.9"	14	21775487	0.06 (Unreliable)	0.02	0.07 (Unreliable)
	"Oregon"	"41"	"Birth asphyxia, unspecified"	"P21.9"	85	21775487	0.39	0.04	0.40
	"Oregon"	"41"	"Respiratory distress syndrome of newborn"	"P22.0"	77	21775487	0.35	0.04	0.37
	"Oregon"	"41"	"Unspecified pulmonary haemorrhage originating in the perinatal period"	"P26.9"	24	21775487	0.11	0.02	0.11
	"Oregon"	"41"	"Bronchopulmonary dysplasia originating in the perinatal period"	"P27.1"	15	21775487	0.07 (Unreliable)	0.02	0.07 (Unreliable)
	"Oregon"	"41"	"Unspecified chronic respiratory disease originating in the perinatal period"	"P27.9"	12	21775487	0.06 (Unreliable)	0.02	0.06 (Unreliable)
	"Oregon"	"41"	"Primary atelectasis of newborn"	"P28.0"	52	21775487	0.24	0.03	0.25
	"Oregon"	"41"	"Neonatal cardiac failure"	"P29.0"	33	21775487	0.15	0.03	0.16
	"Oregon"	"41"	"Neonatal cardiac dysrhythmia"	"P29.1"	43	21775487	0.20	0.03	0.20
	"Oregon"	"41"	"Congenital herpesviral [herpes simplex] infection"	"P35.2"	10	21775487	0.05 (Unreliable)	0.01	0.05 (Unreliable)
	"Oregon"	"41"	"Sepsis of newborn due to Escherichia coli"	"P36.4"	10	21775487	0.05 (Unreliable)	0.01	0.05 (Unreliable)
	"Oregon"	"41"	"Other bacterial sepsis of newborn"	"P36.8"	11	21775487	0.05 (Unreliable)	0.02	0.05 (Unreliable)
	"Oregon"	"41"	"Bacterial sepsis of newborn, unspecified"	"P36.9"	52	21775487	0.24	0.03	0.25
	"Oregon"	"41"	"Infection specific to the perinatal period, unspecified"	"P39.9"	10	21775487	0.05 (Unreliable)	0.01	0.05 (Unreliable)
	"Oregon"	"41"	"Unspecified intraventricular (nontraumatic) haemorrhage of newborn"	"P52.3"	57	21775487	0.26	0.03	0.27
	"Oregon"	"41"	"Intracranial (nontraumatic) haemorrhage of newborn, unspecified"	"P52.9"	27	21775487	0.12	0.02	0.13
	"Oregon"	"41"	"Necrotizing enterocolitis of newborn"	"P77"	63	21775487	0.29	0.04	0.30
	"Oregon"	"41"	"Perinatal intestinal perforation"	"P78.0"	15	21775487	0.07 (Unreliable)	0.02	0.07 (Unreliable)
	"Oregon"	"41"	"Hydrops fetalis not due to haemolytic disease"	"P83.2"	31	21775487	0.14	0.03	0.15
	"Oregon"	"41"	"Hypoxic ischemic encephalopathy of newborn"	"P91.6"	36	21775487	0.17	0.03	0.17
	"Oregon"	"41"	"Anencephaly"	"Q00.0"	60	21775487	0.28	0.04	0.28
	"Oregon"	"41"	"Congenital hydrocephalus, unspecified"	"Q03.9"	15	21775487	0.07 (Unreliable)	0.02	0.07 (Unreliable)
	"Oregon"	"41"	"Holoprosencephaly"	"Q04.2"	17	21775487	0.08 (Unreliable)	0.02	0.08 (Unreliable)
	"Oregon"	"41"	"Other reduction deformities of brain"	"Q04.3"	23	21775487	0.11	0.02	0.11
	"Oregon"	"41"	"Congenital malformation of brain, unspecified"	"Q04.9"	14	21775487	0.06 (Unreliable)	0.02	0.07 (Unreliable)
	"Oregon"	"41"	"Congenital malformation of nervous system, unspecified"	"Q07.9"	10	21775487	0.05 (Unreliable)	0.01	0.05 (Unreliable)
	"Oregon"	"41"	"Tetralogy of Fallot"	"Q21.3"	23	21775487	0.11	0.02	0.11
	"Oregon"	"41"	"Hypoplastic left heart syndrome"	"Q23.4"	64	21775487	0.29	0.04	0.30
	"Oregon"	"41"	"Malformation of coronary vessels"	"Q24.5"	14	21775487	0.06 (Unreliable)	0.02	0.06 (Unreliable)
	"Oregon"	"41"	"Other specified congenital malformations of heart"	"Q24.8"	19	21775487	0.09 (Unreliable)	0.02	0.09 (Unreliable)
	"Oregon"	"41"	"Congenital malformation of heart, unspecified"	"Q24.9"	144	21775487	0.66	0.06	0.68
	"Oregon"	"41"	"Hypoplasia and dysplasia of lung"	"Q33.6"	80	21775487	0.37	0.04	0.38
	"Oregon"	"41"	"Renal agenesis, unspecified"	"Q60.2"	23	21775487	0.11	0.02	0.11
	"Oregon"	"41"	"Potter syndrome"	"Q60.6"	12	21775487	0.06 (Unreliable)	0.02	0.06 (Unreliable)
	"Oregon"	"41"	"Polycystic kidney, unspecified"	"Q61.3"	10	21775487	0.05 (Unreliable)	0.01	0.05 (Unreliable)
	"Oregon"	"41"	"Renal dysplasia"	"Q61.4"	11	21775487	0.05 (Unreliable)	0.02	0.05 (Unreliable)
	"Oregon"	"41"	"Osteochondrodysplasia, unspecified"	"Q78.9"	15	21775487	0.07 (Unreliable)	0.02	0.07 (Unreliable)
	"Oregon"	"41"	"Congenital diaphragmatic hernia"	"Q79.0"	37	21775487	0.17	0.03	0.18
	"Oregon"	"41"	"Gastroschisis"	"Q79.3"	11	21775487	0.05 (Unreliable)	0.02	0.05 (Unreliable)
	"Oregon"	"41"	"Multiple congenital malformations, not elsewhere classified"	"Q89.7"	41	21775487	0.19	0.03	0.19
	"Oregon"	"41"	"Other specified congenital malformations"	"Q89.8"	10	21775487	0.05 (Unreliable)	0.01	0.05 (Unreliable)
	"Oregon"	"41"	"Congenital malformation, unspecified"	"Q89.9"	55	21775487	0.25	0.03	0.26
	"Oregon"	"41"	"Down syndrome, unspecified"	"Q90.9"	23	21775487	0.11	0.02	0.11
	"Oregon"	"41"	"Edwards syndrome, unspecified"	"Q91.3"	87	21775487	0.40	0.04	0.41
	"Oregon"	"41"	"Patau syndrome, unspecified"	"Q91.7"	43	21775487	0.20	0.03	0.20
	"Oregon"	"41"	"Chromosomal abnormality, unspecified"	"Q99.9"	15	21775487	0.07 (Unreliable)	0.02	0.07 (Unreliable)
	"Oregon"	"41"	"Other and unspecified convulsions"	"R56.8"	34	21775487	0.16	0.03	0.15
	"Oregon"	"41"	"Sudden infant death syndrome - SIDS"	"R95"	504	21775487	2.31	0.10	2.39
	"Oregon"	"41"	"Other ill-defined and unspecified causes of mortality"	"R99"	135	21775487	0.62	0.05	0.62
	"Oregon"	"41"	"Pedestrian injured in collision with car, pick-up truck or van, nontraffic accident"	"V03.0"	21	21775487	0.10	0.02	0.10
	"Oregon"	"41"	"Pedestrian injured in collision with car, pick-up truck or van, traffic accident"	"V03.1"	134	21775487	0.62	0.05	0.61
	"Oregon"	"41"	"Unspecified whether traffic or nontraffic accident"	"V05.9"	12	21775487	0.06 (Unreliable)	0.02	0.05 (Unreliable)
	"Oregon"	"41"	"Pedestrian injured in traffic accident involving other and unspecified motor vehicles"	"V09.2"	35	21775487	0.16	0.03	0.16
	"Oregon"	"41"	"Pedal cyclist injured in collision with car, pick-up truck or van, driver injured in traffic accident"	"V13.4"	12	21775487	0.06 (Unreliable)	0.02	0.05 (Unreliable)
	"Oregon"	"41"	"Pedal cyclist injured in collision with car, pick-up truck or van, unspecified pedal cyclist injured in traffic accident"	"V13.9"	13	21775487	0.06 (Unreliable)	0.02	0.06 (Unreliable)
	"Oregon"	"41"	"Motorcycle rider injured in collision with car, pick-up truck or van, driver injured in traffic accident"	"V23.4"	29	21775487	0.13	0.02	0.13
	"Oregon"	"41"	"Motorcycle rider injured in collision with fixed or stationary object, driver injured in traffic accident"	"V27.4"	22	21775487	0.10	0.02	0.10
	"Oregon"	"41"	"Motorcycle rider injured in noncollision transport accident, driver injured in traffic accident"	"V28.4"	10	21775487	0.05 (Unreliable)	0.01	0.04 (Unreliable)
	"Oregon"	"41"	"Car occupant injured in collision with car, pick-up truck or van, driver injured in traffic accident"	"V43.5"	149	21775487	0.68	0.06	0.65
	"Oregon"	"41"	"Car occupant injured in collision with car, pick-up truck or van, passenger injured in traffic accident"	"V43.6"	146	21775487	0.67	0.06	0.66
	"Oregon"	"41"	"Car occupant injured in collision with heavy transport vehicle or bus, driver injured in traffic accident"	"V44.5"	42	21775487	0.19	0.03	0.18
	"Oregon"	"41"	"Car occupant injured in collision with heavy transport vehicle or bus, passenger injured in traffic accident"	"V44.6"	30	21775487	0.14	0.03	0.14
	"Oregon"	"41"	"Car occupant injured in collision with fixed or stationary object, driver injured in traffic accident"	"V47.5"	138	21775487	0.63	0.05	0.60
	"Oregon"	"41"	"Car occupant injured in collision with fixed or stationary object, passenger injured in traffic accident"	"V47.6"	134	21775487	0.62	0.05	0.59
	"Oregon"	"41"	"Car occupant injured in noncollision transport accident, driver injured in traffic accident"	"V48.5"	96	21775487	0.44	0.04	0.42
	"Oregon"	"41"	"Car occupant injured in noncollision transport accident, passenger injured in traffic accident"	"V48.6"	94	21775487	0.43	0.04	0.42
	"Oregon"	"41"	"Driver injured in collision with other and unspecified motor vehicles in traffic accident"	"V49.4"	11	21775487	0.05 (Unreliable)	0.02	0.05 (Unreliable)
	"Oregon"	"41"	"Passenger injured in collision with other and unspecified motor vehicles in traffic accident"	"V49.5"	33	21775487	0.15	0.03	0.15
	"Oregon"	"41"	"Car occupant [any] injured in unspecified traffic accident"	"V49.9"	23	21775487	0.11	0.02	0.10
	"Oregon"	"41"	"Occupant of pick-up truck or van injured in collision with car, pick-up truck or van, passenger injured in traffic accident"	"V53.6"	12	21775487	0.06 (Unreliable)	0.02	0.05 (Unreliable)
	"Oregon"	"41"	"Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus, driver injured in traffic accident"	"V54.5"	11	21775487	0.05 (Unreliable)	0.02	0.05 (Unreliable)
	"Oregon"	"41"	"Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus, passenger injured in traffic accident"	"V54.6"	25	21775487	0.11	0.02	0.11
	"Oregon"	"41"	"Occupant of pick-up truck or van injured in collision with fixed or stationary object, driver injured in traffic accident"	"V57.5"	29	21775487	0.13	0.02	0.13
	"Oregon"	"41"	"Occupant of pick-up truck or van injured in collision with fixed or stationary object, passenger injured in traffic accident"	"V57.6"	23	21775487	0.11	0.02	0.10
	"Oregon"	"41"	"Occupant of pick-up truck or van injured in noncollision transport accident, driver injured in traffic accident"	"V58.5"	28	21775487	0.13	0.02	0.12
	"Oregon"	"41"	"Occupant of pick-up truck or van injured in noncollision transport accident, passenger injured in traffic accident"	"V58.6"	40	21775487	0.18	0.03	0.18
	"Oregon"	"41"	"Driver of all-terrain or other off-road motor vehicle injured in traffic accident"	"V86.0"	13	21775487	0.06 (Unreliable)	0.02	0.06 (Unreliable)
	"Oregon"	"41"	"Driver of all-terrain or other off-road motor vehicle injured in nontraffic accident"	"V86.5"	27	21775487	0.12	0.02	0.12
	"Oregon"	"41"	"Person injured in collision between other specified motor vehicles (traffic)"	"V87.7"	97	21775487	0.45	0.05	0.43
	"Oregon"	"41"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	334	21775487	1.53	0.08	1.47
	"Oregon"	"41"	"Unspecified aircraft accident injuring occupant"	"V95.9"	15	21775487	0.07 (Unreliable)	0.02	0.07 (Unreliable)
	"Oregon"	"41"	"Fall involving ice-skates, skis, roller-skates or skateboards"	"W02"	15	21775487	0.07 (Unreliable)	0.02	0.07 (Unreliable)
	"Oregon"	"41"	"Fall from, out of or through building or structure"	"W13"	11	21775487	0.05 (Unreliable)	0.02	0.05 (Unreliable)
	"Oregon"	"41"	"Fall from cliff"	"W15"	18	21775487	0.08 (Unreliable)	0.02	0.08 (Unreliable)
	"Oregon"	"41"	"Other fall from one level to another"	"W17"	10	21775487	0.05 (Unreliable)	0.01	0.04 (Unreliable)
	"Oregon"	"41"	"Other fall on same level"	"W18"	11	21775487	0.05 (Unreliable)	0.02	0.05 (Unreliable)
	"Oregon"	"41"	"Struck by thrown, projected or falling object"	"W20"	27	21775487	0.12	0.02	0.12
	"Oregon"	"41"	"Contact with other and unspecified machinery"	"W31"	10	21775487	0.05 (Unreliable)	0.01	0.04 (Unreliable)
	"Oregon"	"41"	"Handgun discharge"	"W32"	16	21775487	0.07 (Unreliable)	0.02	0.07 (Unreliable)
	"Oregon"	"41"	"Rifle, shotgun and larger firearm discharge"	"W33"	17	21775487	0.08 (Unreliable)	0.02	0.08 (Unreliable)
	"Oregon"	"41"	"Drowning and submersion while in bath-tub"	"W65"	34	21775487	0.16	0.03	0.16
	"Oregon"	"41"	"Drowning and submersion while in swimming-pool"	"W67"	45	21775487	0.21	0.03	0.21
	"Oregon"	"41"	"Drowning and submersion while in natural water"	"W69"	209	21775487	0.96	0.07	0.93
	"Oregon"	"41"	"Drowning and submersion following fall into natural water"	"W70"	32	21775487	0.15	0.03	0.14
	"Oregon"	"41"	"Other specified drowning and submersion"	"W73"	18	21775487	0.08 (Unreliable)	0.02	0.08 (Unreliable)
	"Oregon"	"41"	"Unspecified drowning and submersion"	"W74"	41	21775487	0.19	0.03	0.18
	"Oregon"	"41"	"Accidental suffocation and strangulation in bed"	"W75"	137	21775487	0.63	0.05	0.65
	"Oregon"	"41"	"Other accidental hanging and strangulation"	"W76"	39	21775487	0.18	0.03	0.18
	"Oregon"	"41"	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	11	21775487	0.05 (Unreliable)	0.02	0.05 (Unreliable)
	"Oregon"	"41"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	22	21775487	0.10	0.02	0.10
	"Oregon"	"41"	"Other specified threats to breathing"	"W83"	10	21775487	0.05 (Unreliable)	0.01	0.05 (Unreliable)
	"Oregon"	"41"	"Unspecified threat to breathing"	"W84"	37	21775487	0.17	0.03	0.17
	"Oregon"	"41"	"Exposure to uncontrolled fire in building or structure"	"X00"	73	21775487	0.34	0.04	0.34
	"Oregon"	"41"	"Exposure to excessive natural cold"	"X31"	11	21775487	0.05 (Unreliable)	0.02	0.05 (Unreliable)
	"Oregon"	"41"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	30	21775487	0.14	0.03	0.13
	"Oregon"	"41"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	319	21775487	1.46	0.08	1.39
	"Oregon"	"41"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	80	21775487	0.37	0.04	0.35
	"Oregon"	"41"	"Accidental poisoning by and exposure to alcohol"	"X45"	18	21775487	0.08 (Unreliable)	0.02	0.08 (Unreliable)
	"Oregon"	"41"	"Accidental poisoning by and exposure to other gases and vapours"	"X47"	29	21775487	0.13	0.02	0.13
	"Oregon"	"41"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	20	21775487	0.09	0.02	0.09
	"Oregon"	"41"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	11	21775487	0.05 (Unreliable)	0.02	0.05 (Unreliable)
	"Oregon"	"41"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	34	21775487	0.16	0.03	0.15
	"Oregon"	"41"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	25	21775487	0.11	0.02	0.11
	"Oregon"	"41"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	420	21775487	1.93	0.09	1.84
	"Oregon"	"41"	"Intentional self-harm by drowning and submersion"	"X71"	11	21775487	0.05 (Unreliable)	0.02	0.05 (Unreliable)
	"Oregon"	"41"	"Intentional self-harm by handgun discharge"	"X72"	406	21775487	1.86	0.09	1.77
	"Oregon"	"41"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	195	21775487	0.90	0.06	0.85
	"Oregon"	"41"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	73	21775487	0.34	0.04	0.32
	"Oregon"	"41"	"Intentional self-harm by jumping from a high place"	"X80"	35	21775487	0.16	0.03	0.15
	"Oregon"	"41"	"Intentional self-harm by jumping or lying before moving object"	"X81"	20	21775487	0.09	0.02	0.09
	"Oregon"	"41"	"Intentional self-harm by crashing of motor vehicle"	"X82"	10	21775487	0.05 (Unreliable)	0.01	0.04 (Unreliable)
	"Oregon"	"41"	"Assault by hanging, strangulation and suffocation"	"X91"	28	21775487	0.13	0.02	0.13
	"Oregon"	"41"	"Assault by handgun discharge"	"X93"	88	21775487	0.40	0.04	0.39
	"Oregon"	"41"	"Assault by rifle, shotgun and larger firearm discharge"	"X94"	34	21775487	0.16	0.03	0.15
	"Oregon"	"41"	"Assault by other and unspecified firearm discharge"	"X95"	168	21775487	0.77	0.06	0.74
	"Oregon"	"41"	"Assault by sharp object"	"X99"	77	21775487	0.35	0.04	0.34
	"Oregon"	"41"	"By unspecified person"	"Y07.9"	33	21775487	0.15	0.03	0.16
	"Oregon"	"41"	"Assault by unspecified means"	"Y09"	80	21775487	0.37	0.04	0.37
	"Oregon"	"41"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	29	21775487	0.13	0.02	0.13
	"Oregon"	"41"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	17	21775487	0.08 (Unreliable)	0.02	0.07 (Unreliable)
	"Oregon"	"41"	"Hanging, strangulation and suffocation, undetermined intent"	"Y20"	53	21775487	0.24	0.03	0.25
	"Oregon"	"41"	"Drowning and submersion, undetermined intent"	"Y21"	20	21775487	0.09	0.02	0.09
	"Oregon"	"41"	"Handgun discharge, undetermined intent"	"Y22"	15	21775487	0.07 (Unreliable)	0.02	0.07 (Unreliable)
	"Oregon"	"41"	"Unspecified event, undetermined intent"	"Y34"	19	21775487	0.09 (Unreliable)	0.02	0.09 (Unreliable)
	"Oregon"	"41"	"Legal intervention involving firearm discharge"	"Y35.0"	31	21775487	0.14	0.03	0.13
	"Oregon"	"41"	"Sequelae of motor-vehicle accident"	"Y85.0"	10	21775487	0.05 (Unreliable)	0.01	0.04 (Unreliable)
	"Oregon"	"41"	"Sequelae of other accidents"	"Y86"	11	21775487	0.05 (Unreliable)	0.02	0.05 (Unreliable)
	"Pennsylvania"	"42"	"Other and unspecified gastroenteritis and colitis of infectious origin"	"A09.0"	87	72203320	0.12	0.01	0.13
	"Pennsylvania"	"42"	"Meningococcaemia, unspecified"	"A39.4"	17	72203320	0.02 (Unreliable)	0.01	0.02 (Unreliable)
	"Pennsylvania"	"42"	"Septicaemia due to Staphylococcus aureus"	"A41.0"	12	72203320	0.02 (Unreliable)	0.00	0.02 (Unreliable)
	"Pennsylvania"	"42"	"Septicaemia due to other Gram-negative organisms"	"A41.5"	26	72203320	0.04	0.01	0.04
	"Pennsylvania"	"42"	"Septicaemia, unspecified"	"A41.9"	340	72203320	0.47	0.03	0.49
	"Pennsylvania"	"42"	"HIV disease resulting in other specified conditions"	"B23.8"	19	72203320	0.03 (Unreliable)	0.01	0.03 (Unreliable)
	"Pennsylvania"	"42"	"Unspecified human immunodeficiency virus [HIV] disease"	"B24"	13	72203320	0.02 (Unreliable)	0.00	0.02 (Unreliable)
	"Pennsylvania"	"42"	"Other viral infections of unspecified site"	"B34.8"	47	72203320	0.07	0.01	0.07
	"Pennsylvania"	"42"	"Viral infection, unspecified"	"B34.9"	26	72203320	0.04	0.01	0.04
	"Pennsylvania"	"42"	"Unspecified mycosis"	"B49"	15	72203320	0.02 (Unreliable)	0.01	0.02 (Unreliable)
	"Pennsylvania"	"42"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	22	72203320	0.03	0.01	0.03
	"Pennsylvania"	"42"	"Liver cell carcinoma - Malignant neoplasms"	"C22.0"	21	72203320	0.03	0.01	0.03
	"Pennsylvania"	"42"	"Hepatoblastoma - Malignant neoplasms"	"C22.2"	11	72203320	0.02 (Unreliable)	0.00	0.02 (Unreliable)
	"Pennsylvania"	"42"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	14	72203320	0.02 (Unreliable)	0.01	0.02 (Unreliable)
	"Pennsylvania"	"42"	"Bone and articular cartilage, unspecified - Malignant neoplasms"	"C41.9"	189	72203320	0.26	0.02	0.25
	"Pennsylvania"	"42"	"Malignant melanoma of skin, unspecified - Malignant neoplasms"	"C43.9"	21	72203320	0.03	0.01	0.03
	"Pennsylvania"	"42"	"Peripheral nerves and autonomic nervous system, unspecified - Malignant neoplasms"	"C47.9"	14	72203320	0.02 (Unreliable)	0.01	0.02 (Unreliable)
	"Pennsylvania"	"42"	"Connective and soft tissue, unspecified - Malignant neoplasms"	"C49.9"	152	72203320	0.21	0.02	0.20
	"Pennsylvania"	"42"	"Malignant neoplasm of ovary"	"C56"	18	72203320	0.02 (Unreliable)	0.01	0.02 (Unreliable)
	"Pennsylvania"	"42"	"Testis, unspecified - Malignant neoplasms"	"C62.9"	33	72203320	0.05	0.01	0.04
	"Pennsylvania"	"42"	"Malignant neoplasm of kidney, except renal pelvis"	"C64"	50	72203320	0.07	0.01	0.07
	"Pennsylvania"	"42"	"Cerebrum, except lobes and ventricles - Malignant neoplasms"	"C71.0"	21	72203320	0.03	0.01	0.03
	"Pennsylvania"	"42"	"Cerebellum - Malignant neoplasms"	"C71.6"	79	72203320	0.11	0.01	0.11
	"Pennsylvania"	"42"	"Brain stem - Malignant neoplasms"	"C71.7"	109	72203320	0.15	0.01	0.16
	"Pennsylvania"	"42"	"Brain, unspecified - Malignant neoplasms"	"C71.9"	283	72203320	0.39	0.02	0.39
	"Pennsylvania"	"42"	"Adrenal gland, unspecified - Malignant neoplasms"	"C74.9"	133	72203320	0.18	0.02	0.19
	"Pennsylvania"	"42"	"Malignant neoplasm without specification of site"	"C80"	86	72203320	0.12	0.01	0.11
	"Pennsylvania"	"42"	"Hodgkin disease, unspecified"	"C81.9"	60	72203320	0.08	0.01	0.08
	"Pennsylvania"	"42"	"Non-Hodgkin lymphoma large cell (diffuse)"	"C83.3"	12	72203320	0.02 (Unreliable)	0.00	0.02 (Unreliable)
	"Pennsylvania"	"42"	"Burkitt tumor"	"C83.7"	18	72203320	0.02 (Unreliable)	0.01	0.02 (Unreliable)
	"Pennsylvania"	"42"	"Other and unspecified T-cell lymphomas - Malignant neoplasms"	"C84.5"	16	72203320	0.02 (Unreliable)	0.01	0.02 (Unreliable)
	"Pennsylvania"	"42"	"Non-Hodgkin lymphoma, unspecified type"	"C85.9"	55	72203320	0.08	0.01	0.07
	"Pennsylvania"	"42"	"Acute lymphoblastic leukaemia - Malignant neoplasms"	"C91.0"	222	72203320	0.31	0.02	0.30
	"Pennsylvania"	"42"	"Acute myeloid leukaemia - Malignant neoplasms"	"C92.0"	169	72203320	0.23	0.02	0.23
	"Pennsylvania"	"42"	"Acute promyelocytic leukaemia - Malignant neoplasms"	"C92.4"	11	72203320	0.02 (Unreliable)	0.00	0.01 (Unreliable)
	"Pennsylvania"	"42"	"Acute leukaemia of unspecified cell type - Malignant neoplasms"	"C95.0"	28	72203320	0.04	0.01	0.04
	"Pennsylvania"	"42"	"Leukaemia, unspecified - Malignant neoplasms"	"C95.9"	80	72203320	0.11	0.01	0.11
	"Pennsylvania"	"42"	"Malignant neoplasms of independent (primary) multiple sites"	"C97"	17	72203320	0.02 (Unreliable)	0.01	0.02 (Unreliable)
	"Pennsylvania"	"42"	"Brain, unspecified - Uncertain neoplasms"	"D43.2"	76	72203320	0.11	0.01	0.11
	"Pennsylvania"	"42"	"Myelodysplastic syndrome, unspecified - Uncertain neoplasms"	"D46.9"	13	72203320	0.02 (Unreliable)	0.00	0.02 (Unreliable)
	"Pennsylvania"	"42"	"Neoplasm of uncertain or unknown behaviour, unspecified - Uncertain neoplasms"	"D48.9"	15	72203320	0.02 (Unreliable)	0.01	0.02 (Unreliable)
	"Pennsylvania"	"42"	"Sickle-cell anaemia without crisis"	"D57.1"	36	72203320	0.05	0.01	0.05
	"Pennsylvania"	"42"	"Aplastic anaemia, unspecified"	"D61.9"	21	72203320	0.03	0.01	0.03
	"Pennsylvania"	"42"	"Disseminated intravascular coagulation [defibrination syndrome]"	"D65"	21	72203320	0.03	0.01	0.03
	"Pennsylvania"	"42"	"Coagulation defect, unspecified"	"D68.9"	31	72203320	0.04	0.01	0.04
	"Pennsylvania"	"42"	"Agranulocytosis"	"D70"	11	72203320	0.02 (Unreliable)	0.00	0.02 (Unreliable)
	"Pennsylvania"	"42"	"Haemophagocytic lymphohistiocytosis"	"D76.1"	23	72203320	0.03	0.01	0.03
	"Pennsylvania"	"42"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	66	72203320	0.09	0.01	0.09
	"Pennsylvania"	"42"	"Unspecified diabetes mellitus, without complications"	"E14.9"	27	72203320	0.04	0.01	0.03
	"Pennsylvania"	"42"	"Other obesity"	"E66.8"	22	72203320	0.03	0.01	0.03
	"Pennsylvania"	"42"	"Disorders of fatty-acid metabolism"	"E71.3"	17	72203320	0.02 (Unreliable)	0.01	0.03 (Unreliable)
	"Pennsylvania"	"42"	"Disorders of urea cycle metabolism"	"E72.2"	10	72203320	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"Pennsylvania"	"42"	"Glycogen storage disease"	"E74.0"	13	72203320	0.02 (Unreliable)	0.00	0.02 (Unreliable)
	"Pennsylvania"	"42"	"GM2 gangliosidosis"	"E75.0"	18	72203320	0.02 (Unreliable)	0.01	0.03 (Unreliable)
	"Pennsylvania"	"42"	"Other sphingolipidosis"	"E75.2"	57	72203320	0.08	0.01	0.08
	"Pennsylvania"	"42"	"Neuronal ceroid lipofuscinosis"	"E75.4"	18	72203320	0.02 (Unreliable)	0.01	0.02 (Unreliable)
	"Pennsylvania"	"42"	"Mucopolysaccharidosis, type II"	"E76.1"	10	72203320	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"Pennsylvania"	"42"	"Cystic fibrosis with pulmonary manifestations"	"E84.0"	52	72203320	0.07	0.01	0.07
	"Pennsylvania"	"42"	"Cystic fibrosis with other manifestations"	"E84.8"	18	72203320	0.02 (Unreliable)	0.01	0.02 (Unreliable)
	"Pennsylvania"	"42"	"Cystic fibrosis, unspecified"	"E84.9"	47	72203320	0.07	0.01	0.06
	"Pennsylvania"	"42"	"Volume depletion"	"E86"	24	72203320	0.03	0.01	0.03
	"Pennsylvania"	"42"	"Acidosis"	"E87.2"	34	72203320	0.05	0.01	0.05
	"Pennsylvania"	"42"	"Hyperkalaemia"	"E87.5"	14	72203320	0.02 (Unreliable)	0.01	0.02 (Unreliable)
	"Pennsylvania"	"42"	"Other disorders of electrolyte and fluid balance, not elsewhere classified"	"E87.8"	11	72203320	0.02 (Unreliable)	0.00	0.02 (Unreliable)
	"Pennsylvania"	"42"	"Other specified metabolic disorders"	"E88.8"	10	72203320	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"Pennsylvania"	"42"	"Metabolic disorder, unspecified"	"E88.9"	67	72203320	0.09	0.01	0.10
	"Pennsylvania"	"42"	"Mental and behavioural disorders due to use of opioids, dependence syndrome"	"F11.2"	11	72203320	0.02 (Unreliable)	0.00	0.01 (Unreliable)
	"Pennsylvania"	"42"	"Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder"	"F11.9"	12	72203320	0.02 (Unreliable)	0.00	0.02 (Unreliable)
